,     ,mediaID,groundTruth,labels_detectron,labels_megadetector,labels_openpose,accuracy_detectron,accuracy_megadetector,accuracy_openpose
2804,2804,652e92dc-ea40-41f9-82ea-02742b6c29fa,0,0,0,0,0,0,0
2805,2805,652e92dc-ea40-41f9-82ea-02742b6c29fa,0,0,0,0,0,0,0
2806,2806,652e92dc-ea40-41f9-82ea-02742b6c29fa,0,0,0,0,0,0,0
2807,2807,652e92dc-ea40-41f9-82ea-02742b6c29fa,0,0,0,0,0,0,0
2808,2808,654049dc-42c3-4380-96ff-d5d5634e8a4b,1,1,0,1,0.999059141,0,0.416972892
2809,2809,6561f04a-1044-40c4-9cc1-8ad20c51ceac,1,1,1,0,0.968529999,0.874,0
2810,2810,657555a4-6d84-41f2-8113-53b173ea609a,0,0,0,0,0,0,0
2811,2811,657555a4-6d84-41f2-8113-53b173ea609a,0,0,0,0,0,0,0
2812,2812,657555a4-6d84-41f2-8113-53b173ea609a,0,0,0,0,0,0,0
2813,2813,65bd2b66-fd4b-44cc-9c45-b4aa7d49970d,0,0,0,1,0,0,0.196003076
2814,2814,65c0aa0b-0e8e-4ed9-878d-e67388495534,0,0,0,1,0,0,0.25276073
2815,2815,65c0aa0b-0e8e-4ed9-878d-e67388495534,0,0,0,1,0,0,0.25276073
2816,2816,65ca6488-c39d-4502-8c6c-a94294cdfeb9,1,1,0,1,0.988500178,0,0.362257814
2817,2817,65ca6488-c39d-4502-8c6c-a94294cdfeb9,1,1,0,1,0.502334237,0,0.362257814
2818,2818,65cc7ad8-7e7b-4825-95f9-4ce3281ff7ea,0,0,0,1,0,0,0.23026012
2819,2819,65dafd5f-1ac7-467c-9a2b-686a45dcdda0,0,0,0,0,0,0,0
2820,2820,65dafd5f-1ac7-467c-9a2b-686a45dcdda0,0,0,0,0,0,0,0
2821,2821,65e6d5c3-fbb6-4d5c-b1b7-54bc508d271d,0,0,0,0,0,0,0
2822,2822,65e6d5c3-fbb6-4d5c-b1b7-54bc508d271d,0,0,0,0,0,0,0
2823,2823,65f69eb7-5fb7-4725-97ce-392462a00baf,1,1,1,1,0.94365716,0.903,0.289124709
2824,2824,66042450-21ca-4787-a360-11d54ca29240,1,1,1,1,0.989501536,0.763,0.221141603
2825,2825,663b02e9-298c-4840-add3-3d5d09d87fa8,0,1,0,1,0.702440619,0,0.190809982
2826,2826,663b02e9-298c-4840-add3-3d5d09d87fa8,0,1,0,1,0.702440619,0,0.190809982
2827,2827,665a8fd9-6685-424b-98df-5bce6bed6e47,1,0,1,1,0,0.254,0.194224271
2828,2828,667576b9-bc1f-4a70-9180-eb1fd5884072,0,0,0,0,0,0,0
2829,2829,667576b9-bc1f-4a70-9180-eb1fd5884072,0,0,0,0,0,0,0
2830,2830,667ecf3c-2c5b-4a77-ab37-045cfa12ea31,0,0,0,0,0,0,0
2831,2831,667ecf3c-2c5b-4a77-ab37-045cfa12ea31,0,1,0,0,0.555423796,0,0
2832,2832,66830f3e-bf49-4cd8-afa1-d34064449523,1,1,0,1,0.944042742,0,0.510773956
2833,2833,6692d007-dd92-4b99-bdb9-ffbaf70cc5e5,0,0,0,0,0,0,0
2834,2834,66943127-7c89-453e-866c-af06f61e02e7,0,0,0,0,0,0,0
2835,2835,669a3552-6517-4f95-847e-56a8e8046074,0,0,0,0,0,0,0
2836,2836,66ea21c6-9075-4a34-b764-1a94f56d2253,0,0,0,0,0,0,0
2837,2837,67020e8e-b2cc-4a9d-b70e-1e2e60a639b6,0,0,0,1,0,0,0.217714684
2838,2838,67089e5c-781c-4e1c-bb97-56eb57378ab0,0,0,0,1,0,0,0.373034179
2839,2839,672831dd-5603-4cfc-a842-88d80f152675,1,1,1,0,0.983401537,0.878,0
2840,2840,672831dd-5603-4cfc-a842-88d80f152675,1,1,1,0,0.900273204,0.878,0
2841,2841,672831dd-5603-4cfc-a842-88d80f152675,1,1,1,0,0.900273204,0.878,0
2842,2842,672aba4e-da91-4282-8e91-4deaf4a4cb3f,1,1,0,1,0.986130178,0,0.196778833
2843,2843,6733082a-6f30-4791-9dba-630b775ca0e2,0,1,0,0,0.582077503,0,0
2844,2844,6733c1cc-bc6d-4a44-a763-8bb63db4928e,1,1,0,0,0.94955337,0,0
2845,2845,673eb1a1-111d-4fad-8d15-0d5ccd31845e,0,0,0,0,0,0,0
2846,2846,6741a703-a3a8-49ce-a876-15406df2a060,1,1,0,0,0.98285532,0,0
2847,2847,6741a703-a3a8-49ce-a876-15406df2a060,1,1,0,0,0.860170841,0,0
2848,2848,6741a703-a3a8-49ce-a876-15406df2a060,1,1,0,0,0.567534626,0,0
2849,2849,6741a703-a3a8-49ce-a876-15406df2a060,1,1,0,0,0.518166482,0,0
2850,2850,674af26b-2fda-4551-8c06-b461608da4d0,1,1,1,0,0.590372026,0.563,0
2851,2851,67573baf-0c2d-4ca4-af3e-3dacc4d26202,0,0,0,0,0,0,0
2852,2852,67597105-d8b9-4bd1-8254-bcfbe259039b,1,1,0,1,0.997980773,0,0.846520319
2853,2853,67597105-d8b9-4bd1-8254-bcfbe259039b,1,1,0,1,0.997980773,0,0.846520319
2854,2854,6759dce6-da03-4053-ad5f-ca3919509c91,0,0,0,0,0,0,0
2855,2855,67667fe3-dcb0-4d97-a867-f490ec66f0be,0,0,0,0,0,0,0
2856,2856,6771e5ea-9d07-441f-96fb-5a42abe80ade,0,1,0,0,0.813394189,0,0
2857,2857,6771e5ea-9d07-441f-96fb-5a42abe80ade,0,1,0,0,0.764607728,0,0
2858,2858,6786c011-4c2b-43df-995d-eb553d7164b1,0,0,0,1,0,0,0.184157377
2859,2859,679e30c6-11e7-4379-a64e-83b50e8aac6b,0,0,0,0,0,0,0
2860,2860,67a1c140-dd5d-42b9-8dd9-6f495bbf3252,1,1,0,0,0.835829496,0,0
2861,2861,67a1c140-dd5d-42b9-8dd9-6f495bbf3252,1,1,0,0,0.634754598,0,0
2862,2862,67b2da6c-bf46-4170-a549-bcc22ae19525,0,0,0,1,0,0,0.361853309
2863,2863,67b2da6c-bf46-4170-a549-bcc22ae19525,0,1,0,1,0.515348554,0,0.361853309
2864,2864,67b45f75-2aa6-419d-83dc-c55794ced246,0,0,0,0,0,0,0
2865,2865,67b609a1-1bd8-4b8f-8b31-4252662984fa,0,1,0,0,0.913465738,0,0
2866,2866,67cdf212-56ce-4213-8bf6-a6d6aa089296,0,0,0,0,0,0,0
2867,2867,67d7b703-d4f1-4f75-bf00-996d72a01e15,0,0,0,0,0,0,0
2868,2868,67e02cb5-3d0b-4d99-821a-c0e7d54e9a1c,0,0,0,1,0,0,0.098961205
2869,2869,6800f407-4d75-46e6-986e-8fb51749202e,0,0,0,0,0,0,0
2870,2870,68048020-05d9-44b5-9845-678177da6506,1,0,0,0,0,0,0
2871,2871,68058ec9-7d63-4e3a-83c6-843d2df034c1,0,0,0,0,0,0,0
2872,2872,68269dd6-f206-4d3b-b37f-e8bd23dd3737,0,0,0,0,0,0,0
2873,2873,68288381-20ab-4eca-b074-ff43ede401cf,1,1,0,0,0.922704339,0,0
2874,2874,68288381-20ab-4eca-b074-ff43ede401cf,1,1,0,0,0.516759813,0,0
2875,2875,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,0,1,0,0,0.688,0
2876,2876,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,1,1,0,0.843672931,0.688,0
2877,2877,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,1,1,0,0.833216846,0.688,0
2878,2878,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,1,1,0,0.769595325,0.688,0
2879,2879,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,1,1,0,0.769595325,0.688,0
2880,2880,682d6bc1-c70d-4fb9-90df-2acc687b9b7d,1,1,1,0,0.519178212,0.688,0
2881,2881,682e2e5e-2bae-414b-9165-1e719439c64e,1,0,1,0,0,0.605,0
2882,2882,682e2e5e-2bae-414b-9165-1e719439c64e,1,1,1,0,0.711349308,0.605,0
2883,2883,684011dd-7e49-4971-8ee3-c54f66ea941f,1,1,1,0,0.994737446,0.89,0
2884,2884,684011dd-7e49-4971-8ee3-c54f66ea941f,1,1,1,0,0.71547395,0.89,0
2885,2885,684c381a-b249-40be-9767-4591b31a3532,1,1,0,0,0.873996675,0,0
2886,2886,684c381a-b249-40be-9767-4591b31a3532,1,1,0,0,0.873996675,0,0
2887,2887,684fcaf8-2b8a-47b2-8f02-92233625674e,1,1,1,0,0.831147671,0.535,0
2888,2888,688dc809-267a-4c9d-81c8-fed9982ac670,0,0,0,0,0,0,0
2889,2889,68959437-aa3d-45d3-938d-45d48ce5efab,0,1,0,0,0.963855088,0,0
2890,2890,68959437-aa3d-45d3-938d-45d48ce5efab,0,1,0,0,0.504504323,0,0
2891,2891,689ab5e1-3725-4c2c-8380-69296ed54ab1,0,0,0,0,0,0,0
2892,2892,68a2d211-a8b0-46a4-9c54-679e436719ab,0,0,1,0,0,0.929,0
2893,2893,68a2d211-a8b0-46a4-9c54-679e436719ab,0,0,1,0,0,0.929,0
2894,2894,68a2d211-a8b0-46a4-9c54-679e436719ab,0,1,1,0,0.58136493,0.929,0
2895,2895,68ae87df-64e7-4c0c-a5f7-d2defaebfc86,0,0,0,0,0,0,0
2896,2896,68ae87df-64e7-4c0c-a5f7-d2defaebfc86,0,0,0,0,0,0,0
2897,2897,68ae87df-64e7-4c0c-a5f7-d2defaebfc86,0,1,0,0,0.742138147,0,0
2898,2898,68ae87df-64e7-4c0c-a5f7-d2defaebfc86,0,1,0,0,0.742138147,0,0
2899,2899,68b4f997-ed00-4792-84b0-30dec9292209,0,0,0,1,0,0,0.303864596
2900,2900,68b711dd-24b5-4fb5-816a-0db71d44d99a,0,0,0,1,0,0,0.25499105
2901,2901,68b711dd-24b5-4fb5-816a-0db71d44d99a,0,0,0,1,0,0,0.25499105
2902,2902,68b9d301-62f1-4c6a-936a-02eb63ad9179,0,0,0,0,0,0,0
2903,2903,68be339b-6540-4a82-aae2-345a19ec2ad7,0,0,0,0,0,0,0
2904,2904,68c9a319-7e36-4a05-8eb9-d1c975627772,0,0,0,1,0,0,0.298480121
2905,2905,68e30db8-2efd-46d5-b81e-eeb3f45f6121,1,1,1,1,0.993605733,0.771,0.319581538
2906,2906,68e30db8-2efd-46d5-b81e-eeb3f45f6121,1,1,1,1,0.504636884,0.771,0.319581538
2907,2907,68f9bf97-61d0-4bed-ab8a-d3cdb4e32c99,0,0,0,1,0,0,0.227488108
2908,2908,6902ccc0-861b-4039-b63f-ea758f69e80b,0,0,0,0,0,0,0
2909,2909,69103611-ee8f-4ad1-8565-6501dfa45bb7,0,0,0,1,0,0,0.245862421
2910,2910,6919bb4c-c070-4dab-a3f7-6b9ef11e1c51,0,0,0,0,0,0,0
2911,2911,69266ec7-c154-40fe-b599-368dbe966aff,1,1,1,0,0.991422951,0.723,0
2912,2912,693147ff-d200-4cfd-87c1-e5f7eb0e3f41,0,0,0,1,0,0,0.212901574
2913,2913,6936de99-f281-4be5-a12a-5001ce137fcc,0,0,0,1,0,0,0.236093438
2914,2914,69517568-0a77-484d-b8b9-e22888e6212c,0,0,0,0,0,0,0
2915,2915,69517568-0a77-484d-b8b9-e22888e6212c,0,1,0,0,0.534333825,0,0
2916,2916,69528ca9-8beb-46ef-ab3b-ffffe190f629,0,0,0,1,0,0,0.251281046
2917,2917,69528ca9-8beb-46ef-ab3b-ffffe190f629,0,0,0,1,0,0,0.251281046
2918,2918,69528ca9-8beb-46ef-ab3b-ffffe190f629,0,0,0,1,0,0,0.251281046
2919,2919,69528ca9-8beb-46ef-ab3b-ffffe190f629,0,0,0,1,0,0,0.251281046
2920,2920,695a880c-6eea-47a6-a6ef-f3cfb7077e8b,1,0,1,1,0,0.126,0.246793597
2921,2921,695f8ada-3d1e-47fd-a1bc-fc168b1931da,0,0,0,1,0,0,0.182623582
2922,2922,695f8ada-3d1e-47fd-a1bc-fc168b1931da,0,0,0,1,0,0,0.182623582
2923,2923,695f8ada-3d1e-47fd-a1bc-fc168b1931da,0,0,0,1,0,0,0.182623582
2924,2924,695f8ada-3d1e-47fd-a1bc-fc168b1931da,0,0,0,1,0,0,0.182623582
2925,2925,695f8ada-3d1e-47fd-a1bc-fc168b1931da,0,0,0,1,0,0,0.182623582
2926,2926,6965fe0a-7b01-4734-b9a9-f1c00e3092f1,0,0,0,0,0,0,0
2927,2927,69672dd7-de7c-4c40-9ee0-580c9fa8f343,0,0,0,0,0,0,0
2928,2928,696e5f57-4c81-456a-9307-c94ec264dea1,0,0,0,0,0,0,0
2929,2929,696e5f57-4c81-456a-9307-c94ec264dea1,0,0,0,0,0,0,0
2930,2930,6996f572-c22b-43c4-b70b-8ea573fcca15,0,0,0,0,0,0,0
2931,2931,6996f572-c22b-43c4-b70b-8ea573fcca15,0,0,0,0,0,0,0
2932,2932,69a4269e-65ff-4707-8d65-d09fc558fed5,0,0,0,0,0,0,0
2933,2933,69bea523-1091-44ca-9397-0f4568b8af7e,0,1,0,1,0.655778944,0,0.224701548
2934,2934,69d11786-5adc-45ec-a232-3e6145db0ba5,0,0,1,0,0,0.163,0
2935,2935,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.986003578,0,0
2936,2936,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.973419607,0,0
2937,2937,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.967348278,0,0
2938,2938,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.956339121,0,0
2939,2939,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.951695442,0,0
2940,2940,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.932375431,0,0
2941,2941,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.84155494,0,0
2942,2942,69d1582c-3058-4756-ba61-4e103300388c,0,1,0,0,0.512787759,0,0
2943,2943,69d56e8a-ceff-4c6a-aea6-bf0e547af9dd,0,0,1,0,0,0.277,0
2944,2944,69d67dde-bd7e-4bc5-a508-f72acc8f94fa,0,0,0,0,0,0,0
2945,2945,69d8e6bd-c6d5-4fdb-91dc-0e2859cb8f11,0,0,0,0,0,0,0
2946,2946,6a055844-f4c8-448b-9f09-ca9b0f77d86b,0,0,0,0,0,0,0
2947,2947,6a055844-f4c8-448b-9f09-ca9b0f77d86b,0,0,0,0,0,0,0
2948,2948,6a055844-f4c8-448b-9f09-ca9b0f77d86b,0,0,0,0,0,0,0
2949,2949,6a145cc4-9f90-4318-8b82-a21b533f43d1,0,0,0,0,0,0,0
2950,2950,6a19cf8a-8745-427d-ab1e-f5c8f7669056,1,1,1,0,0.99648428,0.92,0
2951,2951,6a1b8b29-57d5-4a60-9757-bed02cbf1f2b,0,0,0,0,0,0,0
2952,2952,6a1b8b29-57d5-4a60-9757-bed02cbf1f2b,0,0,0,0,0,0,0
2953,2953,6a3f31d0-8cf2-4a21-866e-2df52e92bd66,0,0,0,1,0,0,0.330277316
2954,2954,6a41c66e-0456-4cce-83f7-c6a6e4fab5df,0,0,0,0,0,0,0
2955,2955,6a517ab4-4d64-40c8-8824-11bd03e4d9e4,1,1,1,1,0.98789376,0.94,0.387058116
2956,2956,6a517ab4-4d64-40c8-8824-11bd03e4d9e4,1,1,1,1,0.98789376,0.94,0.387058116
2957,2957,6a517ab4-4d64-40c8-8824-11bd03e4d9e4,1,1,1,1,0.759248555,0.94,0.387058116
2958,2958,6a517ab4-4d64-40c8-8824-11bd03e4d9e4,1,1,1,1,0.577964723,0.94,0.387058116
2959,2959,6a517ab4-4d64-40c8-8824-11bd03e4d9e4,1,1,1,1,0.577964723,0.94,0.387058116
2960,2960,6a540240-0313-45f8-b893-ca7a55fc2f3e,0,0,0,0,0,0,0
2961,2961,6a5b4b24-b4de-4bf6-87d2-17a1d0f3a1a3,0,0,0,0,0,0,0
2962,2962,6a5b4b24-b4de-4bf6-87d2-17a1d0f3a1a3,0,0,0,0,0,0,0
2963,2963,6a5e03f6-b286-49d1-bd10-212954feb6a2,0,1,0,0,0.930042028,0,0
2964,2964,6a5e03f6-b286-49d1-bd10-212954feb6a2,0,1,0,0,0.930042028,0,0
2965,2965,6a82b7b3-decc-49ee-acca-f6fec740f09c,0,1,0,0,0.781642735,0,0
2966,2966,6a82b7b3-decc-49ee-acca-f6fec740f09c,0,1,0,0,0.781642735,0,0
2967,2967,6a8bb7c5-933a-4f00-9049-7f72a847d3a4,0,0,0,0,0,0,0
2968,2968,6a8bcc8b-f8cc-49e7-8032-f2c1ce25ecb1,0,0,0,1,0,0,0.202337187
2969,2969,6aa7baef-85ab-4f11-8e9f-9782058ebca0,1,1,1,1,0.998310328,0.945,0.451364097
2970,2970,6aa7baef-85ab-4f11-8e9f-9782058ebca0,1,1,1,1,0.998310328,0.945,0.451364097
2971,2971,6aa7baef-85ab-4f11-8e9f-9782058ebca0,1,1,1,1,0.932248116,0.945,0.451364097
2972,2972,6aa7baef-85ab-4f11-8e9f-9782058ebca0,1,1,1,1,0.932248116,0.945,0.451364097
2973,2973,6ac4f280-e5ad-422c-be9f-2bbbc563fd82,0,1,0,0,0.520543039,0,0
2974,2974,6ace63ce-fada-4125-8d4b-e5d573415420,0,0,0,0,0,0,0
2975,2975,6ace63ce-fada-4125-8d4b-e5d573415420,0,0,0,0,0,0,0
2976,2976,6ace63ce-fada-4125-8d4b-e5d573415420,0,0,0,0,0,0,0
2977,2977,6ad8f256-b0da-4224-8449-21938f090568,0,0,0,0,0,0,0
2978,2978,6ae18552-c2f1-47b9-a8be-a8f6df13b443,0,0,0,0,0,0,0
2979,2979,6af08f95-350a-4adf-b279-53bcf8318d97,0,1,0,0,0.937354863,0,0
2980,2980,6af9bf4b-a164-49de-be3f-85d22a90103e,0,0,0,0,0,0,0
2981,2981,6afcbd1d-e617-40f0-b200-2442d241208a,0,0,0,1,0,0,0.291970632
2982,2982,6b0525cc-3464-438b-91c3-1f50e34645fa,0,0,0,0,0,0,0
2983,2983,6b098d93-8efd-4d03-94ec-e01820436c8c,0,0,0,1,0,0,0.262322713
2984,2984,6b1a22d1-bf5d-4ad6-933d-7dd207c6c8d1,0,0,0,0,0,0,0
2985,2985,6b1de74a-71fd-4f91-97ff-35a42ef294be,0,0,0,1,0,0,0.222857917
2986,2986,6b210b1b-8783-4d3d-bc1a-f21ffadedf6c,0,0,0,0,0,0,0
2987,2987,6b24425d-056e-4176-a952-c89b64cb1d00,1,1,0,0,0.91506952,0,0
2988,2988,6b6148d5-04d4-4ec8-91b7-0b652a3aca88,0,0,0,0,0,0,0
2989,2989,6b637a52-fed5-48a5-8fae-82f96b400193,1,1,1,0,0.985168338,0.819,0
2990,2990,6b7a7c45-8929-443b-b419-9210123c12a3,0,0,0,0,0,0,0
2991,2991,6b7a7c45-8929-443b-b419-9210123c12a3,0,0,0,0,0,0,0
2992,2992,6b97c065-5f8c-4da1-a642-418cd5602bce,0,0,0,0,0,0,0
2993,2993,6b9f6815-58b3-4a73-a540-d2a1f33fb5a4,1,0,0,1,0,0,0.292726512
2994,2994,6b9f6815-58b3-4a73-a540-d2a1f33fb5a4,1,0,0,1,0,0,0.292726512
2995,2995,6b9f6815-58b3-4a73-a540-d2a1f33fb5a4,1,0,0,1,0,0,0.292726512
2996,2996,6ba77f3e-ad59-4be5-baec-3562887bfa7f,0,1,0,1,0.770291448,0,0.172796841
2997,2997,6bb43c5c-ff35-4a70-874a-0227ce720618,0,0,0,0,0,0,0
2998,2998,6bb6ae12-70f1-49e9-9f01-ad0b60051446,0,0,0,0,0,0,0
2999,2999,6bc937d8-132d-412c-a1fb-0784139964b3,0,1,0,0,0.84502697,0,0
3000,3000,6bc937d8-132d-412c-a1fb-0784139964b3,0,1,0,0,0.84502697,0,0
3001,3001,6bc937d8-132d-412c-a1fb-0784139964b3,0,1,0,0,0.84502697,0,0
3002,3002,6bd010a9-594c-446d-946c-0f7bf4d2f1b8,0,0,0,0,0,0,0
3003,3003,6bd55231-7c0f-4ece-bc78-d88fbac9496a,0,0,0,0,0,0,0
3004,3004,6bdd3519-8198-4084-98f2-163c63cd1e45,1,1,1,0,0.915856898,0.902,0
3005,3005,6be8ccad-0b02-4251-93b6-77d78e63b13f,0,0,0,0,0,0,0
3006,3006,6c09a43c-a413-4f65-9eec-4af7681c8812,1,1,1,1,0.963332832,0.782,0.253964916
3007,3007,6c0b3434-aa58-45ce-ac39-b40e02745af5,0,1,1,1,0.824187458,0.484,0.178860613
3008,3008,6c250b94-b522-41da-8aaf-dd023196f400,0,0,0,1,0,0,0.232414456
3009,3009,6c2f6792-6789-463d-a6b0-31fd761fff59,1,1,1,1,0.752951562,0.628,0.295710286
3010,3010,6c2f6792-6789-463d-a6b0-31fd761fff59,1,1,1,1,0.752951562,0.628,0.295710286
3011,3011,6c5989e0-a55b-4155-8736-92e40580c193,0,0,0,0,0,0,0
3012,3012,6c750c98-c2dd-42b5-99f1-5f76e58b4f1d,0,0,0,0,0,0,0
3013,3013,6c750c98-c2dd-42b5-99f1-5f76e58b4f1d,0,0,0,0,0,0,0
3014,3014,6c83546f-9574-4ea4-989e-7b7e907b879f,0,0,0,0,0,0,0
3015,3015,6c8cb684-ba40-4967-b6c2-57e11bfc26c8,0,0,0,0,0,0,0
3016,3016,6c8e8c2a-f007-4038-94b5-3206ae81d4e2,0,0,0,1,0,0,0.317509763
3017,3017,6c8f1dca-d9f1-4260-a778-de7d57efe746,0,0,0,0,0,0,0
3018,3018,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.971466005,0,0.159013063
3019,3019,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.953449428,0,0.159013063
3020,3020,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.926206529,0,0.159013063
3021,3021,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.926206529,0,0.159013063
3022,3022,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.642566085,0,0.159013063
3023,3023,6cc6a4d9-a172-4e82-90db-0a01ee8580e5,1,1,0,1,0.541555226,0,0.159013063
3024,3024,6ccbc3ea-f1e9-46dc-9658-e6e7df76bb74,1,1,1,1,0.97360611,0.779,0.273798105
3025,3025,6ccbc3ea-f1e9-46dc-9658-e6e7df76bb74,1,1,1,1,0.97360611,0.779,0.273798105
3026,3026,6ccbc3ea-f1e9-46dc-9658-e6e7df76bb74,1,1,1,1,0.97360611,0.779,0.273798105
3027,3027,6ce4c9f2-2a6f-4f5a-9947-049c291fe933,0,0,0,1,0,0,0.140757904
3028,3028,6d4490ab-0929-482b-9ca0-6a79c3eadf27,0,0,0,0,0,0,0
3029,3029,6d4490ab-0929-482b-9ca0-6a79c3eadf27,0,0,0,0,0,0,0
3030,3030,6d4490ab-0929-482b-9ca0-6a79c3eadf27,0,1,0,0,0.884451926,0,0
3031,3031,6d4490ab-0929-482b-9ca0-6a79c3eadf27,0,1,0,0,0.884451926,0,0
3032,3032,6d4490ab-0929-482b-9ca0-6a79c3eadf27,0,1,0,0,0.504979789,0,0
3033,3033,6d4b38f5-9159-41b3-bdc0-1335a85f3460,0,0,0,1,0,0,0.402917363
3034,3034,6d4de374-faca-4e78-8d00-a7e2b85f8ee3,1,1,1,0,0.976674676,0.788,0
3035,3035,6d569caa-f353-417c-b8eb-82b6bf955f88,0,0,0,0,0,0,0
3036,3036,6d569caa-f353-417c-b8eb-82b6bf955f88,0,0,0,0,0,0,0
3037,3037,6d71a227-321c-4864-93fc-11a8c4680c7c,0,0,0,0,0,0,0
3038,3038,6d73c99d-53e3-4c27-9f79-061df70aeea4,0,0,0,0,0,0,0
3039,3039,6d7f62a6-8aa3-4c41-9124-f57d51427ab7,0,0,0,0,0,0,0
3040,3040,6d966f8a-115a-411a-bb64-018f0ec32628,0,0,0,0,0,0,0
3041,3041,6dbaa268-1118-4484-8691-624f55f52d62,0,0,0,1,0,0,0.389766369
3042,3042,6dbf9e7c-54f6-4f50-8e6f-3a80abcf7451,1,1,1,0,0.963591695,0.861,0
3043,3043,6dca7358-a4c3-4810-bf16-077e5eb615b0,0,0,0,0,0,0,0
3044,3044,6dd06363-a893-4c68-ab68-110a94756b95,0,0,0,0,0,0,0
3045,3045,6dd2403a-10e2-4608-a194-e7afeacd70f0,0,0,0,0,0,0,0
3046,3046,6de718ed-5523-4632-8774-88379ecedaac,0,0,0,0,0,0,0
3047,3047,6dee889c-a51e-47b5-bbdd-9980d19ac05c,0,0,0,1,0,0,0.412797441
3048,3048,6e08bcff-5606-415c-bf48-635fce0135b8,0,0,1,0,0,0.758,0
3049,3049,6e08bcff-5606-415c-bf48-635fce0135b8,0,1,1,0,0.931584597,0.758,0
3050,3050,6e08bcff-5606-415c-bf48-635fce0135b8,0,1,1,0,0.931584597,0.758,0
3051,3051,6e08bcff-5606-415c-bf48-635fce0135b8,0,1,1,0,0.665778875,0.758,0
3052,3052,6e0d59fd-567c-44a4-a75b-317ae381c32a,0,1,0,0,0.797438443,0,0
3053,3053,6e112699-a948-4b28-9134-dc83cd6f84b8,0,0,0,0,0,0,0
3054,3054,6e2781d5-80bd-470b-b097-22fd34676eae,1,1,1,0,0.921252131,0.707,0
3055,3055,6e2781d5-80bd-470b-b097-22fd34676eae,1,1,1,0,0.708243132,0.707,0
3056,3056,6e2dc957-b924-43c6-a4ba-6a61ec832117,0,0,0,1,0,0,0.307726385
3057,3057,6e5419fb-f4d5-447b-9981-9bea7cdbd98e,0,0,0,1,0,0,0.198594462
3058,3058,6e7283f2-c105-492e-9c2e-9e911621e3ba,0,0,0,0,0,0,0
3059,3059,6e72a673-19f1-4314-a427-7672090e804b,0,0,0,0,0,0,0
3060,3060,6e75c180-c305-4ba0-a702-93bdc0f64c60,0,0,0,0,0,0,0
3061,3061,6e75c180-c305-4ba0-a702-93bdc0f64c60,0,0,0,0,0,0,0
3062,3062,6e95a692-9b78-4ccc-b875-6c37ab0d3f63,1,1,0,0,0.932941735,0,0
3063,3063,6e95a692-9b78-4ccc-b875-6c37ab0d3f63,1,1,0,0,0.932941735,0,0
3064,3064,6ea8b9a8-134b-4eb8-8dd8-5fd4c81045d5,1,1,1,0,0.924331605,0.795,0
3065,3065,6eb59c33-4766-4723-8470-dfe26435a0f4,1,1,1,1,0.998112679,0.953,0.538690204
3066,3066,6ecd0e50-e87a-4d66-884f-9cbf7cdb063b,0,0,0,0,0,0,0
3067,3067,6ee1a989-31a1-40a7-859b-52a6dbbffc22,0,0,0,1,0,0,0.192880854
3068,3068,6ef69b21-b98c-4d87-bb3a-6e962d96870f,0,0,0,0,0,0,0
3069,3069,6efd88cb-ba96-434a-88d9-f86e564d08d0,0,0,0,0,0,0,0
3070,3070,6efd9292-3264-4fa3-bf7d-c4285f5a5638,0,0,0,0,0,0,0
3071,3071,6f194ab5-a1da-440f-b3b5-d8792eaae486,0,0,1,0,0,0.909,0
3072,3072,6f2be95f-2cf8-46d6-8f14-84911aaca8f2,0,0,0,0,0,0,0
3073,3073,6f3b9826-c069-47a5-aea2-904aa5ab8cde,0,0,0,1,0,0,0.261014339
3074,3074,6f3b9826-c069-47a5-aea2-904aa5ab8cde,0,0,0,1,0,0,0.261014339
3075,3075,6f6b86d5-0b5d-4d96-8f8a-ce4f328d60d5,0,0,1,0,0,0.96,0
3076,3076,6f6d9c40-3b0a-41af-a001-c424b883be9f,0,0,0,0,0,0,0
3077,3077,6f76495a-f457-41e7-a7b7-bd65c8eeab80,0,0,0,0,0,0,0
3078,3078,6f78bf1c-9443-471f-9df3-474b1c803cd9,0,0,0,0,0,0,0
3079,3079,6f9ec7f9-da48-4a5d-a74e-1cbec61b6097,0,0,0,1,0,0,0.448741453
