,ground_truth,detectron-all,score,detectron-0.5,detectron-0.6,detectron-0.7,detectron-0.8
1518,0,1,0.971,1,1,1,1
1519,0,1,0.966,1,1,1,1
1520,0,1,0.679,1,1,0,0
1521,0,1,0.617,1,1,0,0
1522,0,1,0.588,1,0,0,0
1523,0,0,0.0,0,0,0,0
1524,1,1,0.997,1,1,1,1
1525,1,1,0.997,1,1,1,1
1526,0,0,0.0,0,0,0,0
1527,0,0,0.0,0,0,0,0
1528,0,1,0.807,1,1,1,1
1529,0,0,0.0,0,0,0,0
1530,0,0,0.0,0,0,0,0
1531,0,0,0.0,0,0,0,0
1532,0,0,0.0,0,0,0,0
1533,0,0,0.0,0,0,0,0
1534,0,0,0.0,0,0,0,0
1535,1,1,0.795,1,1,1,0
1536,1,1,0.954,1,1,1,1
1537,1,1,0.538,1,0,0,0
1538,1,1,0.538,1,0,0,0
1539,0,1,0.536,1,0,0,0
1540,0,0,0.0,0,0,0,0
1541,0,0,0.0,0,0,0,0
1542,0,0,0.0,0,0,0,0
1543,1,1,0.999,1,1,1,1
1544,1,1,0.892,1,1,1,1
1545,1,1,0.86,1,1,1,1
1546,0,0,0.0,0,0,0,0
1547,0,1,0.504,1,0,0,0
1548,0,0,0.0,0,0,0,0
1549,1,1,0.978,1,1,1,1
1550,1,1,0.978,1,1,1,1
1551,1,1,0.978,1,1,1,1
1552,1,1,0.998,1,1,1,1
1553,1,1,0.998,1,1,1,1
1554,1,1,0.998,1,1,1,1
1555,1,1,0.998,1,1,1,1
1556,1,1,0.998,1,1,1,1
1557,1,1,0.998,1,1,1,1
1558,0,0,0.0,0,0,0,0
1559,0,0,0.0,0,0,0,0
1560,0,0,0.0,0,0,0,0
1561,0,0,0.0,0,0,0,0
1562,0,0,0.0,0,0,0,0
1563,1,1,0.988,1,1,1,1
1564,1,1,0.982,1,1,1,1
1565,1,1,0.628,1,1,0,0
1566,0,0,0.0,0,0,0,0
1567,0,0,0.0,0,0,0,0
1568,0,0,0.0,0,0,0,0
1569,1,1,0.991,1,1,1,1
1570,0,0,0.0,0,0,0,0
1571,0,0,0.0,0,0,0,0
1572,0,0,0.0,0,0,0,0
1573,0,1,0.537,1,0,0,0
1574,1,1,0.835,1,1,1,1
1575,1,1,0.905,1,1,1,1
1576,0,0,0.0,0,0,0,0
1577,1,1,0.983,1,1,1,1
1578,0,0,0.0,0,0,0,0
1579,0,0,0.0,0,0,0,0
1580,0,0,0.0,0,0,0,0
1581,0,0,0.0,0,0,0,0
1582,0,0,0.0,0,0,0,0
1583,0,0,0.0,0,0,0,0
1584,0,0,0.0,0,0,0,0
1585,1,1,0.96,1,1,1,1
1586,1,1,0.518,1,0,0,0
1587,0,1,0.749,1,1,1,0
1588,0,1,0.749,1,1,1,0
1589,0,1,0.749,1,1,1,0
1590,0,0,0.0,0,0,0,0
1591,0,0,0.0,0,0,0,0
1592,0,0,0.0,0,0,0,0
1593,0,0,0.0,0,0,0,0
1594,0,0,0.0,0,0,0,0
1595,0,1,0.764,1,1,1,0
1596,0,1,0.691,1,1,0,0
1597,1,1,0.972,1,1,1,1
1598,0,0,0.0,0,0,0,0
1599,0,0,0.0,0,0,0,0
1600,0,0,0.0,0,0,0,0
1601,1,1,0.971,1,1,1,1
1602,0,0,0.0,0,0,0,0
1603,0,0,0.0,0,0,0,0
1604,1,0,0.0,0,0,0,0
1605,0,0,0.0,0,0,0,0
1606,1,1,0.948,1,1,1,1
1607,1,1,0.948,1,1,1,1
1608,0,0,0.0,0,0,0,0
1609,0,0,0.0,0,0,0,0
1610,0,0,0.0,0,0,0,0
1611,0,0,0.0,0,0,0,0
1612,1,1,0.947,1,1,1,1
1613,0,0,0.0,0,0,0,0
1614,0,1,0.683,1,1,0,0
1615,0,1,0.683,1,1,0,0
1616,0,1,0.683,1,1,0,0
1617,0,1,0.683,1,1,0,0
1618,0,0,0.0,0,0,0,0
1619,1,1,0.998,1,1,1,1
1620,0,1,0.699,1,1,0,0
1621,0,0,0.0,0,0,0,0
1622,0,1,0.695,1,1,0,0
1623,0,0,0.0,0,0,0,0
1624,0,0,0.0,0,0,0,0
1625,1,1,0.83,1,1,1,1
1626,0,0,0.0,0,0,0,0
1627,1,1,0.999,1,1,1,1
1628,0,0,0.0,0,0,0,0
1629,1,0,0.0,0,0,0,0
1630,1,0,0.0,0,0,0,0
1631,1,0,0.0,0,0,0,0
1632,0,1,0.877,1,1,1,1
1633,0,1,0.877,1,1,1,1
1634,0,0,0.0,0,0,0,0
1635,0,0,0.0,0,0,0,0
1636,1,1,0.984,1,1,1,1
1637,0,0,0.0,0,0,0,0
1638,0,0,0.0,0,0,0,0
1639,0,0,0.0,0,0,0,0
1640,0,0,0.0,0,0,0,0
1641,0,0,0.0,0,0,0,0
1642,0,0,0.0,0,0,0,0
1643,1,0,0.0,0,0,0,0
1644,1,1,0.844,1,1,1,1
1645,1,1,0.844,1,1,1,1
1646,0,1,0.527,1,0,0,0
1647,0,0,0.0,0,0,0,0
1648,0,0,0.0,0,0,0,0
1649,0,0,0.0,0,0,0,0
1650,0,0,0.0,0,0,0,0
1651,0,0,0.0,0,0,0,0
1652,0,0,0.0,0,0,0,0
1653,0,0,0.0,0,0,0,0
1654,1,1,0.643,1,1,0,0
1655,0,0,0.0,0,0,0,0
1656,0,0,0.0,0,0,0,0
1657,0,1,0.505,1,0,0,0
1658,0,0,0.0,0,0,0,0
1659,0,0,0.0,0,0,0,0
1660,0,0,0.0,0,0,0,0
1661,0,0,0.0,0,0,0,0
1662,0,0,0.0,0,0,0,0
1663,1,1,0.97,1,1,1,1
1664,1,1,0.665,1,1,0,0
1665,0,0,0.0,0,0,0,0
1666,0,0,0.0,0,0,0,0
1667,1,1,0.761,1,1,1,0
1668,0,0,0.0,0,0,0,0
1669,0,0,0.0,0,0,0,0
1670,0,0,0.0,0,0,0,0
1671,0,0,0.0,0,0,0,0
1672,0,1,0.83,1,1,1,1
1673,0,1,0.83,1,1,1,1
1674,0,0,0.0,0,0,0,0
1675,0,0,0.0,0,0,0,0
1676,0,1,0.956,1,1,1,1
1677,0,1,0.937,1,1,1,1
1678,0,1,0.81,1,1,1,1
1679,0,1,0.78,1,1,1,0
1680,0,1,0.815,1,1,1,1
1681,1,1,0.856,1,1,1,1
1682,1,1,0.856,1,1,1,1
1683,0,0,0.0,0,0,0,0
1684,0,0,0.0,0,0,0,0
1685,1,1,0.871,1,1,1,1
1686,1,1,0.871,1,1,1,1
1687,1,1,0.871,1,1,1,1
1688,1,1,0.95,1,1,1,1
1689,1,1,0.945,1,1,1,1
1690,1,1,0.931,1,1,1,1
1691,1,1,0.931,1,1,1,1
1692,0,0,0.0,0,0,0,0
1693,1,1,0.668,1,1,0,0
1694,0,0,0.0,0,0,0,0
1695,0,0,0.0,0,0,0,0
1696,0,0,0.0,0,0,0,0
1697,0,0,0.0,0,0,0,0
1698,0,1,0.714,1,1,1,0
1699,0,1,0.676,1,1,0,0
1700,0,1,0.563,1,0,0,0
1701,0,0,0.0,0,0,0,0
1702,0,0,0.0,0,0,0,0
1703,1,1,0.88,1,1,1,1
1704,0,0,0.0,0,0,0,0
1705,0,0,0.0,0,0,0,0
1706,0,0,0.0,0,0,0,0
1707,0,0,0.0,0,0,0,0
1708,0,0,0.0,0,0,0,0
1709,0,0,0.0,0,0,0,0
1710,0,0,0.0,0,0,0,0
1711,0,0,0.0,0,0,0,0
1712,0,0,0.0,0,0,0,0
1713,0,1,0.871,1,1,1,1
1714,1,1,0.987,1,1,1,1
1715,0,0,0.0,0,0,0,0
1716,0,0,0.0,0,0,0,0
1717,0,0,0.0,0,0,0,0
1718,0,0,0.0,0,0,0,0
1719,1,0,0.0,0,0,0,0
1720,1,1,0.571,1,0,0,0
1721,1,1,0.571,1,0,0,0
1722,1,1,0.571,1,0,0,0
1723,0,0,0.0,0,0,0,0
1724,0,0,0.0,0,0,0,0
1725,0,0,0.0,0,0,0,0
1726,0,0,0.0,0,0,0,0
1727,1,1,0.839,1,1,1,1
1728,1,1,0.839,1,1,1,1
1729,1,1,0.552,1,0,0,0
1730,0,0,0.0,0,0,0,0
1731,0,0,0.0,0,0,0,0
1732,0,0,0.0,0,0,0,0
1733,0,0,0.0,0,0,0,0
1734,0,0,0.0,0,0,0,0
1735,0,0,0.0,0,0,0,0
1736,0,1,0.667,1,1,0,0
1737,0,1,0.555,1,0,0,0
1738,0,1,0.662,1,1,0,0
1739,0,0,0.0,0,0,0,0
1740,0,0,0.0,0,0,0,0
1741,0,0,0.0,0,0,0,0
1742,0,0,0.0,0,0,0,0
1743,1,1,0.969,1,1,1,1
1744,1,1,0.58,1,0,0,0
1745,0,0,0.0,0,0,0,0
1746,0,0,0.0,0,0,0,0
1747,1,1,0.996,1,1,1,1
1748,0,0,0.0,0,0,0,0
1749,0,0,0.0,0,0,0,0
1750,0,0,0.0,0,0,0,0
1751,0,0,0.0,0,0,0,0
1752,0,0,0.0,0,0,0,0
1753,1,1,0.994,1,1,1,1
1754,0,0,0.0,0,0,0,0
1755,1,1,0.974,1,1,1,1
1756,1,1,0.974,1,1,1,1
1757,1,1,0.513,1,0,0,0
1758,0,0,0.0,0,0,0,0
1759,0,1,0.916,1,1,1,1
1760,0,1,0.615,1,1,0,0
1761,0,1,0.615,1,1,0,0
1762,0,0,0.0,0,0,0,0
1763,0,0,0.0,0,0,0,0
1764,0,0,0.0,0,0,0,0
1765,0,0,0.0,0,0,0,0
1766,0,0,0.0,0,0,0,0
1767,0,0,0.0,0,0,0,0
1768,0,0,0.0,0,0,0,0
1769,1,1,0.994,1,1,1,1
1770,1,1,0.998,1,1,1,1
1771,1,1,0.998,1,1,1,1
1772,0,0,0.0,0,0,0,0
1773,0,0,0.0,0,0,0,0
1774,0,0,0.0,0,0,0,0
1775,0,1,0.578,1,0,0,0
1776,0,0,0.0,0,0,0,0
1777,1,1,0.985,1,1,1,1
1778,1,1,0.886,1,1,1,1
1779,0,1,0.627,1,1,0,0
1780,0,0,0.0,0,0,0,0
1781,0,0,0.0,0,0,0,0
1782,0,1,0.978,1,1,1,1
1783,0,0,0.0,0,0,0,0
1784,0,0,0.0,0,0,0,0
1785,0,0,0.0,0,0,0,0
1786,0,0,0.0,0,0,0,0
1787,0,1,0.765,1,1,1,0
1788,0,1,0.732,1,1,1,0
1789,0,1,0.732,1,1,1,0
1790,0,0,0.0,0,0,0,0
1791,0,1,0.977,1,1,1,1
1792,0,0,0.0,0,0,0,0
1793,0,0,0.0,0,0,0,0
1794,0,0,0.0,0,0,0,0
1795,0,0,0.0,0,0,0,0
1796,0,1,0.979,1,1,1,1
1797,1,1,0.923,1,1,1,1
1798,1,1,0.925,1,1,1,1
1799,1,1,0.925,1,1,1,1
1800,0,0,0.0,0,0,0,0
1801,0,0,0.0,0,0,0,0
1802,0,0,0.0,0,0,0,0
1803,1,1,0.946,1,1,1,1
1804,1,1,0.997,1,1,1,1
1805,1,1,0.997,1,1,1,1
1806,1,1,0.997,1,1,1,1
1807,1,0,0.0,0,0,0,0
1808,1,1,0.761,1,1,1,0
1809,1,1,0.756,1,1,1,0
1810,1,1,0.709,1,1,1,0
1811,1,1,0.709,1,1,1,0
1812,1,1,0.709,1,1,1,0
1813,1,1,0.526,1,0,0,0
1814,1,1,0.525,1,0,0,0
1815,1,1,0.895,1,1,1,1
1816,0,0,0.0,0,0,0,0
1817,0,0,0.0,0,0,0,0
1818,0,0,0.0,0,0,0,0
1819,0,0,0.0,0,0,0,0
1820,1,1,0.793,1,1,1,0
1821,1,1,0.996,1,1,1,1
1822,1,1,0.996,1,1,1,1
1823,1,1,0.973,1,1,1,1
1824,1,1,0.936,1,1,1,1
1825,1,1,0.992,1,1,1,1
1826,1,1,0.992,1,1,1,1
1827,0,0,0.0,0,0,0,0
1828,0,0,0.0,0,0,0,0
1829,0,0,0.0,0,0,0,0
1830,0,0,0.0,0,0,0,0
1831,1,1,0.946,1,1,1,1
1832,1,1,0.946,1,1,1,1
1833,1,1,0.541,1,0,0,0
1834,1,1,0.999,1,1,1,1
1835,1,1,0.999,1,1,1,1
1836,1,1,0.713,1,1,1,0
1837,0,0,0.0,0,0,0,0
1838,0,0,0.0,0,0,0,0
1839,0,0,0.0,0,0,0,0
1840,1,1,0.999,1,1,1,1
1841,0,0,0.0,0,0,0,0
1842,0,0,0.0,0,0,0,0
1843,0,0,0.0,0,0,0,0
1844,0,0,0.0,0,0,0,0
1845,0,0,0.0,0,0,0,0
1846,1,1,0.564,1,0,0,0
1847,0,0,0.0,0,0,0,0
1848,1,1,0.978,1,1,1,1
1849,1,1,0.698,1,1,0,0
1850,0,0,0.0,0,0,0,0
1851,0,0,0.0,0,0,0,0
1852,0,1,0.509,1,0,0,0
1853,0,0,0.0,0,0,0,0
1854,0,0,0.0,0,0,0,0
1855,1,1,0.961,1,1,1,1
1856,1,1,0.877,1,1,1,1
1857,1,1,0.802,1,1,1,1
1858,1,1,0.596,1,0,0,0
1859,1,1,0.516,1,0,0,0
1860,0,0,0.0,0,0,0,0
1861,0,0,0.0,0,0,0,0
1862,1,1,0.98,1,1,1,1
1863,1,1,0.955,1,1,1,1
1864,1,1,0.955,1,1,1,1
1865,1,1,0.955,1,1,1,1
1866,1,1,0.971,1,1,1,1
1867,1,1,0.971,1,1,1,1
1868,1,1,0.862,1,1,1,1
1869,1,1,0.823,1,1,1,1
1870,0,0,0.0,0,0,0,0
1871,0,0,0.0,0,0,0,0
1872,1,1,0.857,1,1,1,1
1873,0,0,0.0,0,0,0,0
1874,0,0,0.0,0,0,0,0
1875,0,0,0.0,0,0,0,0
1876,0,0,0.0,0,0,0,0
1877,0,0,0.0,0,0,0,0
1878,0,0,0.0,0,0,0,0
1879,1,0,0.0,0,0,0,0
1880,0,0,0.0,0,0,0,0
1881,0,0,0.0,0,0,0,0
1882,0,0,0.0,0,0,0,0
1883,1,1,0.993,1,1,1,1
1884,1,1,0.957,1,1,1,1
1885,0,0,0.0,0,0,0,0
1886,0,1,0.938,1,1,1,1
1887,1,1,0.993,1,1,1,1
1888,1,1,0.711,1,1,1,0
1889,1,1,0.986,1,1,1,1
1890,1,1,0.958,1,1,1,1
1891,0,0,0.0,0,0,0,0
1892,0,0,0.0,0,0,0,0
1893,0,0,0.0,0,0,0,0
1894,0,0,0.0,0,0,0,0
1895,0,0,0.0,0,0,0,0
1896,0,0,0.0,0,0,0,0
1897,0,0,0.0,0,0,0,0
1898,0,0,0.0,0,0,0,0
1899,1,1,0.914,1,1,1,1
1900,0,0,0.0,0,0,0,0
1901,0,0,0.0,0,0,0,0
1902,1,1,0.999,1,1,1,1
1903,1,1,0.999,1,1,1,1
1904,0,0,0.0,0,0,0,0
1905,0,0,0.0,0,0,0,0
1906,0,0,0.0,0,0,0,0
1907,1,1,0.589,1,0,0,0
1908,0,0,0.0,0,0,0,0
1909,0,0,0.0,0,0,0,0
1910,1,0,0.0,0,0,0,0
1911,1,1,0.961,1,1,1,1
1912,1,1,0.953,1,1,1,1
1913,1,1,0.953,1,1,1,1
1914,1,1,0.649,1,1,0,0
1915,1,1,0.993,1,1,1,1
1916,1,1,0.691,1,1,0,0
1917,0,0,0.0,0,0,0,0
1918,0,0,0.0,0,0,0,0
1919,0,0,0.0,0,0,0,0
1920,0,0,0.0,0,0,0,0
1921,0,0,0.0,0,0,0,0
1922,0,1,0.862,1,1,1,1
1923,0,1,0.862,1,1,1,1
1924,1,1,0.979,1,1,1,1
1925,1,1,1.0,1,1,1,1
1926,0,0,0.0,0,0,0,0
1927,1,1,0.81,1,1,1,1
1928,0,0,0.0,0,0,0,0
1929,0,0,0.0,0,0,0,0
1930,0,0,0.0,0,0,0,0
1931,0,1,0.907,1,1,1,1
1932,0,0,0.0,0,0,0,0
1933,1,1,0.894,1,1,1,1
1934,1,0,0.0,0,0,0,0
1935,0,0,0.0,0,0,0,0
1936,0,0,0.0,0,0,0,0
1937,1,1,0.976,1,1,1,1
1938,0,0,0.0,0,0,0,0
1939,0,0,0.0,0,0,0,0
1940,1,1,0.974,1,1,1,1
1941,1,1,0.557,1,0,0,0
1942,0,0,0.0,0,0,0,0
1943,0,0,0.0,0,0,0,0
1944,1,1,0.996,1,1,1,1
1945,1,1,0.61,1,1,0,0
1946,1,1,0.958,1,1,1,1
1947,1,1,0.958,1,1,1,1
1948,1,1,0.958,1,1,1,1
1949,0,0,0.0,0,0,0,0
1950,0,1,0.858,1,1,1,1
1951,0,0,0.0,0,0,0,0
1952,0,0,0.0,0,0,0,0
1953,0,0,0.0,0,0,0,0
1954,0,0,0.0,0,0,0,0
1955,0,0,0.0,0,0,0,0
1956,0,0,0.0,0,0,0,0
1957,0,0,0.0,0,0,0,0
1958,0,0,0.0,0,0,0,0
1959,0,0,0.0,0,0,0,0
1960,0,0,0.0,0,0,0,0
1961,0,0,0.0,0,0,0,0
1962,1,1,0.999,1,1,1,1
1963,1,1,0.98,1,1,1,1
1964,0,0,0.0,0,0,0,0
1965,0,0,0.0,0,0,0,0
1966,1,1,0.942,1,1,1,1
1967,0,0,0.0,0,0,0,0
1968,0,0,0.0,0,0,0,0
1969,0,0,0.0,0,0,0,0
1970,0,0,0.0,0,0,0,0
1971,1,1,0.997,1,1,1,1
1972,1,1,0.997,1,1,1,1
1973,0,0,0.0,0,0,0,0
1974,0,0,0.0,0,0,0,0
1975,1,1,0.979,1,1,1,1
1976,0,0,0.0,0,0,0,0
1977,0,0,0.0,0,0,0,0
1978,1,1,0.999,1,1,1,1
1979,0,0,0.0,0,0,0,0
1980,0,0,0.0,0,0,0,0
1981,0,0,0.0,0,0,0,0
1982,0,0,0.0,0,0,0,0
1983,1,0,0.0,0,0,0,0
1984,0,0,0.0,0,0,0,0
1985,0,0,0.0,0,0,0,0
1986,0,0,0.0,0,0,0,0
1987,0,0,0.0,0,0,0,0
1988,0,0,0.0,0,0,0,0
1989,0,0,0.0,0,0,0,0
1990,0,0,0.0,0,0,0,0
1991,0,1,0.628,1,1,0,0
1992,0,0,0.0,0,0,0,0
1993,0,1,0.568,1,0,0,0
1994,0,0,0.0,0,0,0,0
1995,0,0,0.0,0,0,0,0
1996,1,0,0.0,0,0,0,0
1997,0,0,0.0,0,0,0,0
1998,0,0,0.0,0,0,0,0
1999,0,0,0.0,0,0,0,0
2000,0,0,0.0,0,0,0,0
2001,0,0,0.0,0,0,0,0
2002,0,0,0.0,0,0,0,0
2003,0,0,0.0,0,0,0,0
2004,0,0,0.0,0,0,0,0
2005,0,0,0.0,0,0,0,0
2006,0,1,0.979,1,1,1,1
2007,0,1,0.947,1,1,1,1
2008,0,1,0.79,1,1,1,0
2009,0,1,0.694,1,1,0,0
2010,0,0,0.0,0,0,0,0
2011,0,1,0.665,1,1,0,0
2012,0,0,0.0,0,0,0,0
2013,0,0,0.0,0,0,0,0
2014,1,1,0.985,1,1,1,1
2015,0,0,0.0,0,0,0,0
2016,0,0,0.0,0,0,0,0
2017,0,0,0.0,0,0,0,0
2018,0,0,0.0,0,0,0,0
2019,0,0,0.0,0,0,0,0
2020,1,1,0.78,1,1,1,0
2021,1,1,0.898,1,1,1,1
2022,1,1,0.803,1,1,1,1
2023,1,1,0.803,1,1,1,1
2024,1,1,0.918,1,1,1,1
2025,1,1,0.979,1,1,1,1
2026,0,0,0.0,0,0,0,0
2027,0,0,0.0,0,0,0,0
2028,0,0,0.0,0,0,0,0
2029,1,1,0.998,1,1,1,1
2030,1,1,0.998,1,1,1,1
2031,1,1,0.746,1,1,1,0
2032,0,0,0.0,0,0,0,0
2033,0,0,0.0,0,0,0,0
2034,0,0,0.0,0,0,0,0
2035,0,0,0.0,0,0,0,0
2036,0,0,0.0,0,0,0,0
2037,0,0,0.0,0,0,0,0
2038,0,0,0.0,0,0,0,0
2039,1,1,0.876,1,1,1,1
2040,1,1,0.876,1,1,1,1
2041,1,1,0.876,1,1,1,1
2042,0,0,0.0,0,0,0,0
2043,0,0,0.0,0,0,0,0
2044,1,1,0.91,1,1,1,1
2045,0,0,0.0,0,0,0,0
2046,0,0,0.0,0,0,0,0
2047,0,0,0.0,0,0,0,0
2048,0,0,0.0,0,0,0,0
2049,0,0,0.0,0,0,0,0
2050,1,1,0.906,1,1,1,1
2051,1,1,0.77,1,1,1,0
2052,1,1,0.602,1,1,0,0
2053,0,0,0.0,0,0,0,0
2054,0,0,0.0,0,0,0,0
2055,1,1,0.999,1,1,1,1
2056,1,1,0.983,1,1,1,1
2057,1,1,0.983,1,1,1,1
2058,1,1,0.559,1,0,0,0
2059,0,0,0.0,0,0,0,0
2060,0,0,0.0,0,0,0,0
2061,1,1,0.955,1,1,1,1
2062,1,1,0.931,1,1,1,1
2063,1,1,0.819,1,1,1,1
2064,0,0,0.0,0,0,0,0
2065,0,0,0.0,0,0,0,0
2066,0,0,0.0,0,0,0,0
2067,0,0,0.0,0,0,0,0
2068,1,0,0.0,0,0,0,0
2069,1,1,0.986,1,1,1,1
2070,1,1,0.986,1,1,1,1
2071,1,1,0.869,1,1,1,1
2072,1,1,0.869,1,1,1,1
2073,0,0,0.0,0,0,0,0
2074,0,0,0.0,0,0,0,0
2075,0,0,0.0,0,0,0,0
2076,1,1,0.85,1,1,1,1
2077,1,1,0.773,1,1,1,0
2078,0,0,0.0,0,0,0,0
2079,0,0,0.0,0,0,0,0
2080,1,0,0.0,0,0,0,0
2081,1,1,0.999,1,1,1,1
2082,1,1,0.997,1,1,1,1
2083,1,1,0.997,1,1,1,1
2084,0,0,0.0,0,0,0,0
2085,0,0,0.0,0,0,0,0
2086,0,0,0.0,0,0,0,0
2087,0,0,0.0,0,0,0,0
2088,1,1,0.901,1,1,1,1
2089,0,1,0.932,1,1,1,1
2090,1,0,0.0,0,0,0,0
2091,1,0,0.0,0,0,0,0
2092,0,0,0.0,0,0,0,0
2093,0,0,0.0,0,0,0,0
2094,1,1,0.958,1,1,1,1
2095,0,0,0.0,0,0,0,0
2096,0,0,0.0,0,0,0,0
2097,0,0,0.0,0,0,0,0
2098,0,0,0.0,0,0,0,0
2099,0,0,0.0,0,0,0,0
2100,0,0,0.0,0,0,0,0
2101,0,0,0.0,0,0,0,0
2102,1,1,0.998,1,1,1,1
2103,0,0,0.0,0,0,0,0
2104,0,0,0.0,0,0,0,0
2105,0,0,0.0,0,0,0,0
2106,0,0,0.0,0,0,0,0
2107,0,0,0.0,0,0,0,0
2108,0,0,0.0,0,0,0,0
2109,0,0,0.0,0,0,0,0
2110,1,1,0.999,1,1,1,1
2111,1,1,0.916,1,1,1,1
2112,1,1,0.732,1,1,1,0
2113,1,1,0.999,1,1,1,1
2114,1,1,0.999,1,1,1,1
2115,1,1,0.999,1,1,1,1
2116,0,0,0.0,0,0,0,0
2117,0,0,0.0,0,0,0,0
2118,0,0,0.0,0,0,0,0
2119,0,0,0.0,0,0,0,0
2120,0,0,0.0,0,0,0,0
2121,0,0,0.0,0,0,0,0
2122,0,0,0.0,0,0,0,0
2123,0,0,0.0,0,0,0,0
2124,0,0,0.0,0,0,0,0
2125,1,1,0.949,1,1,1,1
2126,0,0,0.0,0,0,0,0
2127,0,0,0.0,0,0,0,0
2128,0,0,0.0,0,0,0,0
2129,1,1,0.998,1,1,1,1
2130,1,1,0.998,1,1,1,1
2131,0,1,0.689,1,1,0,0
2132,1,1,0.95,1,1,1,1
2133,0,0,0.0,0,0,0,0
2134,1,1,0.556,1,0,0,0
2135,1,1,0.907,1,1,1,1
2136,0,0,0.0,0,0,0,0
2137,0,0,0.0,0,0,0,0
2138,0,0,0.0,0,0,0,0
2139,0,0,0.0,0,0,0,0
2140,0,0,0.0,0,0,0,0
2141,0,0,0.0,0,0,0,0
2142,0,0,0.0,0,0,0,0
2143,0,0,0.0,0,0,0,0
2144,0,0,0.0,0,0,0,0
2145,0,0,0.0,0,0,0,0
2146,1,1,0.905,1,1,1,1
2147,0,0,0.0,0,0,0,0
2148,0,0,0.0,0,0,0,0
2149,1,1,0.904,1,1,1,1
2150,1,1,0.904,1,1,1,1
2151,0,0,0.0,0,0,0,0
2152,0,0,0.0,0,0,0,0
2153,1,1,0.994,1,1,1,1
2154,1,1,0.836,1,1,1,1
2155,1,1,0.836,1,1,1,1
2156,0,0,0.0,0,0,0,0
2157,0,0,0.0,0,0,0,0
2158,0,0,0.0,0,0,0,0
2159,0,0,0.0,0,0,0,0
2160,0,0,0.0,0,0,0,0
2161,0,0,0.0,0,0,0,0
2162,0,0,0.0,0,0,0,0
2163,0,0,0.0,0,0,0,0
2164,1,1,0.599,1,0,0,0
2165,1,1,0.992,1,1,1,1
2166,1,1,0.992,1,1,1,1
2167,1,1,0.992,1,1,1,1
2168,0,0,0.0,0,0,0,0
2169,0,0,0.0,0,0,0,0
2170,0,0,0.0,0,0,0,0
2171,0,0,0.0,0,0,0,0
2172,0,0,0.0,0,0,0,0
2173,1,0,0.0,0,0,0,0
2174,1,1,0.61,1,1,0,0
2175,0,0,0.0,0,0,0,0
2176,0,0,0.0,0,0,0,0
2177,0,0,0.0,0,0,0,0
2178,0,0,0.0,0,0,0,0
2179,1,1,0.858,1,1,1,1
2180,0,0,0.0,0,0,0,0
2181,0,0,0.0,0,0,0,0
2182,0,0,0.0,0,0,0,0
2183,0,0,0.0,0,0,0,0
2184,0,1,0.977,1,1,1,1
2185,1,1,0.884,1,1,1,1
2186,1,1,0.837,1,1,1,1
2187,1,1,0.988,1,1,1,1
2188,0,0,0.0,0,0,0,0
2189,0,0,0.0,0,0,0,0
2190,0,0,0.0,0,0,0,0
2191,1,1,0.996,1,1,1,1
2192,1,1,0.996,1,1,1,1
2193,0,0,0.0,0,0,0,0
2194,0,0,0.0,0,0,0,0
2195,1,1,0.999,1,1,1,1
2196,1,1,0.999,1,1,1,1
2197,0,0,0.0,0,0,0,0
2198,0,0,0.0,0,0,0,0
2199,1,1,0.977,1,1,1,1
2200,0,0,0.0,0,0,0,0
2201,0,0,0.0,0,0,0,0
2202,0,0,0.0,0,0,0,0
2203,0,0,0.0,0,0,0,0
2204,0,0,0.0,0,0,0,0
2205,0,0,0.0,0,0,0,0
2206,0,0,0.0,0,0,0,0
2207,0,0,0.0,0,0,0,0
2208,1,1,0.969,1,1,1,1
2209,1,1,0.924,1,1,1,1
2210,1,1,0.78,1,1,1,0
2211,1,1,0.78,1,1,1,0
2212,1,1,0.678,1,1,0,0
2213,1,1,0.622,1,1,0,0
2214,1,1,0.56,1,0,0,0
2215,1,1,0.515,1,0,0,0
2216,0,0,0.0,0,0,0,0
2217,1,1,0.963,1,1,1,1
2218,0,0,0.0,0,0,0,0
2219,0,0,0.0,0,0,0,0
2220,1,1,0.998,1,1,1,1
2221,1,1,0.997,1,1,1,1
2222,1,1,0.996,1,1,1,1
2223,0,0,0.0,0,0,0,0
2224,0,1,0.666,1,1,0,0
2225,0,0,0.0,0,0,0,0
2226,0,0,0.0,0,0,0,0
2227,0,0,0.0,0,0,0,0
2228,1,1,0.897,1,1,1,1
2229,1,1,0.897,1,1,1,1
2230,0,0,0.0,0,0,0,0
2231,0,0,0.0,0,0,0,0
2232,1,1,0.926,1,1,1,1
2233,1,1,0.85,1,1,1,1
2234,0,0,0.0,0,0,0,0
2235,0,0,0.0,0,0,0,0
2236,1,1,0.956,1,1,1,1
2237,0,0,0.0,0,0,0,0
2238,0,0,0.0,0,0,0,0
2239,1,1,0.962,1,1,1,1
2240,0,1,0.97,1,1,1,1
2241,1,1,0.625,1,1,0,0
2242,0,0,0.0,0,0,0,0
2243,0,1,0.535,1,0,0,0
2244,0,0,0.0,0,0,0,0
2245,0,0,0.0,0,0,0,0
2246,0,0,0.0,0,0,0,0
2247,0,1,0.655,1,1,0,0
2248,0,1,0.655,1,1,0,0
2249,0,0,0.0,0,0,0,0
2250,0,0,0.0,0,0,0,0
2251,0,0,0.0,0,0,0,0
